query_id,question,category,domain_scope,retrieved_pids_count,citations_count,answer_word_count,isolation_passed,online_fallback_active,confidence
Q-218,How is coastal radar altimetry footprint contamination evaluated in climate science (Limitation)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-219,How is quantifying urban greenhouse gas inventories evaluated in climate science (Challenge)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-220,How is SAR flood risk inundation mapping evaluated in climate science (Application)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-221,How is FourCastNet vs traditional numerical NWP evaluated in climate science (Comparison)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-222,How is physics-informed neural network conservation loss evaluated in climate science (Evaluation)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-223,How is El Nino Southern Oscillation anomalies evaluated in climate science (Prediction)?,single_domain_cl,climate,3,3,68,True,False,Excellent
Q-224,How is wildfire ignition thermal hotspots evaluated in climate science (Detection)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-225,How is greenhouse gas flux evaluated in climate science (Definition)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-226,How is cloud feedback optical depth parameterization evaluated in climate science (Mechanism)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-227,How is volcanic eruption radiative forcing evaluated in climate science (Cause)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-228,How is polar ice sheet mass loss evaluated in climate science (Effect)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-229,How is renewable energy wind solar forecasting evaluated in climate science (Advantage)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-230,How is coarse spatial resolution in atmospheric models evaluated in climate science (Limitation)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-231,How is ocean overturning circulation feedback evaluated in climate science (Challenge)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-232,How is remote sensing polar ice sheet retreat evaluated in climate science (Application)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-233,How is optical vs microwave SAR satellite imaging evaluated in climate science (Comparison)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-234,How is urban heat island downscaling accuracy evaluated in climate science (Evaluation)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-235,How is precipitation seasonal trend evaluated in climate science (Prediction)?,single_domain_cl,climate,4,4,68,True,False,Excellent
Q-236,How is atmospheric aerosol radiative forcing evaluated in climate science (Detection)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-237,How is climate risk assessment evaluated in climate science (Definition)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-238,How is atmospheric chemistry ODE neural surrogate evaluated in climate science (Mechanism)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-239,How is fossil fuel CO2 emissions evaluated in climate science (Cause)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-240,How is glacial retreat warming trend evaluated in climate science (Effect)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-241,How is clean energy grid integration stability evaluated in climate science (Advantage)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-242,How is cloud microphysics parameterization error evaluated in climate science (Limitation)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-243,How is decadal climate prediction drift evaluated in climate science (Challenge)?,single_domain_cl,climate,3,3,68,True,False,High
Q-244,How is satellite environmental monitoring evaluated in climate science (Application)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-245,How is direct air capture vs point-source capture evaluated in climate science (Comparison)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-246,How is global climate model temperature bias evaluated in climate science (Evaluation)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-247,How is coastal storm surge inundation evaluated in climate science (Prediction)?,single_domain_cl,climate,2,2,68,True,False,High
Q-248,How is decarbonization carbon flux evaluated in climate science (Detection)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-249,How is renewable energy forecasting evaluated in climate science (Definition)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-250,How is ocean atmosphere thermodynamic coupling evaluated in climate science (Mechanism)?,single_domain_cl,climate,0,0,20,True,True,Insufficient
Q-251,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #1)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-252,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #2)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-253,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #3)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-254,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #4)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-255,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #5)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-256,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #6)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-257,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #7)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-258,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #8)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-259,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #9)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-260,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #10)?,multi_domain_ai_hc,"['artificial_intelligence', 'healthcare']",0,0,20,True,True,Insufficient
Q-261,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #1)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-262,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #2)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-263,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #3)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-264,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #4)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-265,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #5)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-266,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #6)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-267,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #7)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-268,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #8)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-269,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #9)?,multi_domain_ag_cl,"['agriculture', 'climate']",4,4,67,True,False,Excellent
Q-270,How do climate change weather predictions impact agricultural crop yield forecasting and irrigation (Multi-Domain #10)?,multi_domain_ag_cl,"['agriculture', 'climate']",3,3,67,True,False,Excellent
Q-271,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #1)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-272,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #2)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-273,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #3)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",3,3,70,True,False,Excellent
Q-274,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #4)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",3,3,70,True,False,High
Q-275,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #5)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-276,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #6)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-277,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #7)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-278,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #8)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-279,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #9)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-280,"What are the global applications of artificial intelligence, cybersecurity, smart agriculture, healthcare, and climate science (All-Domains #10)?",all_domains,"['artificial_intelligence', 'cybersecurity', 'agriculture', 'healthcare', 'climate']",4,4,70,True,False,Excellent
Q-281,What is surface code quantum error correction?,online_fallback,all,0,0,20,True,True,Insufficient
Q-282,How do topological qudit decoders compute stabilizer syndromes in quantum computing?,online_fallback,all,0,0,20,True,True,Insufficient
Q-283,What is room-temperature superconductivity in ambient pressure hydride compounds?,online_fallback,all,0,0,20,True,True,Insufficient
Q-284,How do Mamba state space models compare to Transformers in long-context sequence modeling?,online_fallback,all,0,0,20,True,True,Insufficient
Q-285,What are the key mechanisms of CRISPR-Cas13 RNA editing in viral disease therapeutics?,online_fallback,all,0,0,20,True,True,Insufficient
Q-286,How does Neuromorphic Computing implement spiking neural hardware for event camera processing?,online_fallback,all,0,0,20,True,True,Insufficient
Q-287,What are zero-knowledge succinct non-interactive arguments of knowledge (zk-SNARKs)?,online_fallback,all,0,0,20,True,True,Insufficient
Q-288,How do peristaltic micropumps function in organ-on-a-chip microfluidic drug screening?,online_fallback,all,0,0,20,True,True,Insufficient
Q-289,What is gravitational wave interferometry detection using pulsar timing arrays?,online_fallback,all,0,0,20,True,True,Insufficient
Q-290,How do post-quantum lattice-based Kyber and Dilithium algorithms resist quantum decryption?,online_fallback,all,0,0,20,True,True,Insufficient
