query_id,question,category,cause_code,description
Q-229,How is renewable energy wind solar forecasting evaluated in climate science (Advantage)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-230,How is coarse spatial resolution in atmospheric models evaluated in climate science (Limitation)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-231,How is ocean overturning circulation feedback evaluated in climate science (Challenge)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-232,How is remote sensing polar ice sheet retreat evaluated in climate science (Application)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-233,How is optical vs microwave SAR satellite imaging evaluated in climate science (Comparison)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-234,How is urban heat island downscaling accuracy evaluated in climate science (Evaluation)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-236,How is atmospheric aerosol radiative forcing evaluated in climate science (Detection)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-237,How is climate risk assessment evaluated in climate science (Definition)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-238,How is atmospheric chemistry ODE neural surrogate evaluated in climate science (Mechanism)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-239,How is fossil fuel CO2 emissions evaluated in climate science (Cause)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-240,How is glacial retreat warming trend evaluated in climate science (Effect)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-241,How is clean energy grid integration stability evaluated in climate science (Advantage)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-242,How is cloud microphysics parameterization error evaluated in climate science (Limitation)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-244,How is satellite environmental monitoring evaluated in climate science (Application)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-245,How is direct air capture vs point-source capture evaluated in climate science (Comparison)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-246,How is global climate model temperature bias evaluated in climate science (Evaluation)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-248,How is decarbonization carbon flux evaluated in climate science (Detection)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-249,How is renewable energy forecasting evaluated in climate science (Definition)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-250,How is ocean atmosphere thermodynamic coupling evaluated in climate science (Mechanism)?,single_domain_cl,I. Query intent wrapper word overhead,Query Intent Wrapper Word Mismatch in Relevance Gate
Q-251,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #1)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-252,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #2)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-253,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #3)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-254,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #4)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-255,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #5)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-256,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #6)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-257,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #7)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-258,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #8)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-259,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #9)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
Q-260,How are AI computer vision models applied in healthcare for clinical diagnostic radiology (Multi-Domain #10)?,multi_domain_ai_hc,B. Information chunking density,Abstract Text Chunking Density Constraint
