paper_id,domain,title,retrieved,rank,mrr
CY087,cybersecurity,Proceedings 2014 International Workshop on Advanced Intrusion Detection and Prev,False,None,0.0
CY088,cybersecurity,Implementing a Robot Intrusion Prevention System (RIPS) for ROS 2,False,None,0.0
CY089,cybersecurity,A Novel Online Incremental Learning Intrusion Prevention System,False,None,0.0
CY090,cybersecurity,VHDL Modeling of Intrusion Detection & Prevention System (IDPS) A Neural Network,False,None,0.0
CY091,cybersecurity,Distributing Intelligence in 6G Programmable Data Planes for Effective In-Networ,False,None,0.0
CY092,cybersecurity,CANTXSec: A Deterministic Intrusion Detection and Prevention System for CAN Bus ,False,None,0.0
CY093,cybersecurity,AIDPS:Adaptive Intrusion Detection and Prevention System for Underwater Acoustic,False,None,0.0
CY094,cybersecurity,WedgeTail: An Intrusion Prevention System for the Data Plane of Software Defined,False,None,0.0
CY095,cybersecurity,Hierarchical Design Based Intrusion Detection System For Wireless Ad hoc Network,False,None,0.0
CY096,cybersecurity,Adaptable Plug and Play Security Operations Center Leveraging a Novel Programmab,False,None,0.0
CY097,cybersecurity,Application Layer Intrusion Detection with Combination of Explicit-Rule- Based a,False,None,0.0
CY098,cybersecurity,Proofs of No Intrusion,False,None,0.0
CY099,cybersecurity,IDPS: An Integrated Intrusion Handling Model for Cloud,True,4,0.25
CY100,cybersecurity,Intrusion Resilience Systems for Modern Vehicles,False,None,0.0
CY101,cybersecurity,Adaptive Bi-Recommendation and Self-Improving Network for Heterogeneous Domain A,False,None,0.0
CY102,cybersecurity,Combinatorial Optimization based Feature Selection Method: A study on Network In,False,None,0.0
CY103,cybersecurity,Mimic Learning to Generate a Shareable Network Intrusion Detection Model,False,None,0.0
CY104,cybersecurity,Ensemble learning techniques for intrusion detection system in the context of cy,False,None,0.0
CY105,cybersecurity,Efficient Network Representation for GNN-based Intrusion Detection,False,None,0.0
CY106,cybersecurity,A review of security attacks and Intrusion Detection Schemes in Wireless Sensor ,False,None,0.0
CY107,cybersecurity,Survivor: A Fine-Grained Intrusion Response and Recovery Approach for Commodity ,False,None,0.0
CY108,cybersecurity,DDoS Attacks in Cloud Computing: Detection and Prevention,False,None,0.0
CY109,cybersecurity,Threshold Verification Technique for Network Intrusion Detection System,False,None,0.0
CY110,cybersecurity,Firewalls to Secure Dynamic LLM Agentic Networks,False,None,0.0
CY111,cybersecurity,Distributed firewalls and IDS interoperability checking based on a formal approa,False,None,0.0
CY112,cybersecurity,A Formal Approach To Firewalls Testing Techniques,False,None,0.0
CY113,cybersecurity,ControlNET: A Firewall for RAG-based LLM System,False,None,0.0
CY114,cybersecurity,Systematic review of automatic translation of high-level security policy into fi,True,7,0.1429
CY115,cybersecurity,Implementation of Portion Approach in Distributed Firewall Application for Netwo,False,None,0.0
CY116,cybersecurity,Misconfiguration Management of Network Security Components,False,None,0.0
CY117,cybersecurity,QoS Web Service Security Dynamic Intruder Detection System for HTTP SSL services,False,None,0.0
CY118,cybersecurity,"Man-in-the-OBD: A modular, protocol agnostic firewall for automotive dongles to ",False,None,0.0
CY119,cybersecurity,BlockFW -- Towards Blockchain-based Rule-Sharing Firewall,False,None,0.0
CY120,cybersecurity,"Securing Generative AI Agentic Workflows: Risks, Mitigation, and a Proposed Fire",False,None,0.0
CY121,cybersecurity,Spying on the Spy: Security Analysis of Hidden Cameras,False,None,0.0
CY122,cybersecurity,Enhancing HPC Security with a User-Based Firewall,False,None,0.0
CY123,cybersecurity,Effective Measurement Requirements for Network Security Management,False,None,0.0
CY124,cybersecurity,Reliable Process for Security Policy Deployment,False,None,0.0
CY125,cybersecurity,Architecture Of A Identity Based Firewall System,False,None,0.0
CY126,cybersecurity,Formal Checking of Multiple Firewalls,False,None,0.0
CY127,cybersecurity,Distributing and Obfuscating Firewalls via Oblivious Bloom Filter Evaluation,False,None,0.0
CY128,cybersecurity,SecSip: A Stateful Firewall for SIP-based Networks,False,None,0.0
CY129,cybersecurity,SDFW: SDN-based Stateful Distributed Firewall,False,None,0.0
CY130,cybersecurity,BioShield: A Context-Aware Firewall for Securing Bio-LLMs,False,None,0.0
CY131,cybersecurity,Semantics-Preserving Simplification of Real-World Firewall Rule Sets,False,None,0.0
CY132,cybersecurity,"Extending Firewall Session Table to Accelerate NAT, QoS Classification and Routi",False,None,0.0
CY133,cybersecurity,MobileAtlas: Geographically Decoupled Measurements in Cellular Networks for Secu,False,None,0.0
CY134,cybersecurity,Machine Learning Approach on Multiclass Classification of Internet Firewall Log ,False,None,0.0
CY135,cybersecurity,ForestFirewalls: Getting Firewall Configuration Right in Critical Networks (Tech,False,None,0.0
CY136,cybersecurity,Boolean Expressions in Firewall Analysis,False,None,0.0
CY137,cybersecurity,Introducing the Generative Application Firewall (GAF),False,None,0.0
CY138,cybersecurity,"Indirect Prompt Injections: Are Firewalls All You Need, or Stronger Benchmarks?",False,None,0.0
CY139,cybersecurity,Firewall Configuration Errors Revisited,False,None,0.0
CY140,cybersecurity,A Hybrid Deep Learning Anomaly Detection Framework for Intrusion Detection,False,None,0.0
CY141,cybersecurity,Online Feature Ranking for Intrusion Detection Systems,False,None,0.0
CY142,cybersecurity,Cyber Situation Awareness with Active Learning for Intrusion Detection,False,None,0.0
CY143,cybersecurity,Road Context-aware Intrusion Detection System for Autonomous Cars,False,None,0.0
CY144,cybersecurity,A New Clustering Approach for Anomaly Intrusion Detection,False,None,0.0
CY145,cybersecurity,Intrusion Detection in Internet of Things using Convolutional Neural Networks,False,None,0.0
CY146,cybersecurity,A review of Federated Learning in Intrusion Detection Systems for IoT,False,None,0.0
CY147,cybersecurity,Tree-based Intelligent Intrusion Detection System in Internet of Vehicles,False,None,0.0
CY148,cybersecurity,LCCDE: A Decision-Based Ensemble Framework for Intrusion Detection in The Intern,False,None,0.0
CY149,cybersecurity,Toward Autonomous and Efficient Cybersecurity: A Multi-Objective AutoML-based In,False,None,0.0
CY150,cybersecurity,A Multi-Objective AutoML-based Efficient Intrusion Detection System for EV Charg,False,None,0.0
CY151,cybersecurity,Towards Autonomous Cybersecurity: An Intelligent AutoML Framework for Autonomous,False,None,0.0
CY152,cybersecurity,MTH-IDS: A Multi-Tiered Hybrid Intrusion Detection System for Internet of Vehicl,False,None,0.0
CY153,cybersecurity,Online Self-Supervised Deep Learning for Intrusion Detection Systems,False,None,0.0
CY154,cybersecurity,Dueling Deep Q-Learning for Intrusion Detection,False,None,0.0
CY155,cybersecurity,A Transfer Learning and Optimized CNN Based Intrusion Detection System for Inter,False,None,0.0
CY156,cybersecurity,Adaptive Intrusion Detection System Leveraging Dynamic Neural Models with Advers,False,None,0.0
CY157,cybersecurity,Fast Feature Reduction in intrusion detection datasets,False,None,0.0
CY158,cybersecurity,Few-Shot Network Intrusion Detection Using Online Triplet Mining,False,None,0.0
CY159,cybersecurity,CST-AFNet: A dual attention-based deep learning framework for intrusion detectio,False,None,0.0
CY160,cybersecurity,Performance Comparison of Intrusion Detection Systems and Application of Machine,False,None,0.0
CY161,cybersecurity,Targeted Adversarial Traffic Generation : Black-box Approach to Evade Intrusion ,False,None,0.0
CY162,cybersecurity,Explainable AI-Driven Cyber Risk Analytics and Model Reliability Assessment for ,False,None,0.0
CY163,cybersecurity,A Protocol-Language Model for Network Intrusion (Without Deep Packet Inspection),False,None,0.0
CY164,cybersecurity,FuGeIDS: Fuzzy Genetic paradigms in Intrusion Detection Systems,False,None,0.0
CY165,cybersecurity,Intrusion Detection A Text Mining Based Approach,False,None,0.0
CY166,cybersecurity,Provenance-based Intrusion Detection: Opportunities and Challenges,False,None,0.0
CY167,cybersecurity,Multi-sensor Intrusion Detection System,False,None,0.0
CY168,cybersecurity,Graph-based Anomaly Detection and Description: A Survey,False,None,0.0
CY169,cybersecurity,No Need to Know Physics: Resilience of Process-based Model-free Anomaly Detectio,False,None,0.0
CY170,cybersecurity,Quantum Machine Learning for Cyber-Physical Anomaly Detection in Unmanned Aerial,False,None,0.0
CY171,cybersecurity,"Explain First, Trust Later: LLM-Augmented Explanations for Graph-Based Crypto An",False,None,0.0
CY172,cybersecurity,Network Traffic Anomaly Detection,False,None,0.0
CY173,cybersecurity,Anomaly Detection in Graph Structured Data: A Survey,False,None,0.0
CY174,cybersecurity,State Frequency Estimation for Anomaly Detection,False,None,0.0
CY175,cybersecurity,Double-Adversarial Activation Anomaly Detection: Adversarial Autoencoders are An,False,None,0.0
CY176,cybersecurity,Survey on Incremental Approaches for Network Anomaly Detection,False,None,0.0
CY177,cybersecurity,Anomaly Detection using Principles of Human Perception,False,None,0.0
CY178,cybersecurity,Quantum Autoencoders for Anomaly Detection in Cybersecurity,False,None,0.0
CY179,cybersecurity,Lightweight Collaborative Anomaly Detection for the IoT using Blockchain,False,None,0.0
CY180,cybersecurity,SAFE: Self-Supervised Anomaly Detection Framework for Intrusion Detection,False,None,0.0
CY181,cybersecurity,Dempster-Shafer for Anomaly Detection,False,None,0.0
CY182,cybersecurity,Anomaly Detection Techniques in Smart Grid Systems: A Review,False,None,0.0
CY183,cybersecurity,Privacy Interpretation of Behavioural-based Anomaly Detection Approaches,False,None,0.0
CY184,cybersecurity,A Collective Anomaly Detection Method Over Bitcoin Network,False,None,0.0
CY185,cybersecurity,LogBERT: Log Anomaly Detection via BERT,False,None,0.0
CY186,cybersecurity,CloudShield: Real-time Anomaly Detection in the Cloud,False,None,0.0
CY187,cybersecurity,CIoTA: Collaborative IoT Anomaly Detection via Blockchain,False,None,0.0
CY188,cybersecurity,BAD: Blockchain Anomaly Detection,False,None,0.0
CY189,cybersecurity,Learning to Detect Cyber Attacks: Neural Anomaly Detection for Cybersecurity wit,False,None,0.0
CY190,cybersecurity,SCADE: Scalable Framework for Anomaly Detection in High-Performance System,False,None,0.0
CY191,cybersecurity,Detecting Log Anomalies with Multi-Head Attention (LAMA),False,None,0.0
CY192,cybersecurity,Multimedia Traffic Anomaly Detection,False,None,0.0
CY193,cybersecurity,Machine Learning Applications in Misuse and Anomaly Detection,False,None,0.0
CY194,cybersecurity,A Review of Machine Learning based Anomaly Detection Techniques,False,None,0.0
CY195,cybersecurity,An Immune Inspired Approach to Anomaly Detection,False,None,0.0
CY196,cybersecurity,An Intrusion Response System utilizing Deep Q-Networks and System Partitions,False,None,0.0
CY197,cybersecurity,A Novel Contrastive Loss for Zero-Day Network Intrusion Detection,False,None,0.0
CY198,cybersecurity,E-GraphSAGE: A Graph Neural Network based Intrusion Detection System for IoT,False,None,0.0
CY199,cybersecurity,Kitsune: An Ensemble of Autoencoders for Online Network Intrusion Detection,False,None,0.0
CY200,cybersecurity,Enhancing Robustness Against Adversarial Examples in Network Intrusion Detection,False,None,0.0
AG001,agriculture,Robotic Monitoring of Colorimetric Leaf Sensors for Precision Agriculture,True,1,1.0
AG002,agriculture,An Efficient Data Warehouse for Crop Yield Prediction,True,1,1.0
AG003,agriculture,Ambient IoT: Communications Enabling Precision Agriculture,True,1,1.0
AG004,agriculture,Lettuce modelling for growth control in precision agriculture,True,1,1.0
AG005,agriculture,Architecture for Multi-Unmanned Aerial Vehicles based Autonomous Precision Agric,True,1,1.0
AG006,agriculture,Precision Agriculture Revolution: Integrating Digital Twins and Advanced Crop Re,True,1,1.0
AG007,agriculture,AgroXAI: Explainable AI-Driven Crop Recommendation System for Agriculture 4.0,True,1,1.0
AG008,agriculture,AgroSense: An Integrated Deep Learning System for Crop Recommendation via Soil I,True,1,1.0
AG009,agriculture,Crop recommendation with machine learning: leveraging environmental and economic,True,1,1.0
AG010,agriculture,AgroSense 2.0: Cross-Modal Transformer Fusion with Geospatial Raster Integration,True,1,1.0
AG011,agriculture,Comparative Analysis of Deep Learning Models for Crop Disease Detection: A Trans,True,1,1.0
AG012,agriculture,Loss-Guided Model Sharing and Local Learning Correction in Decentralized Federat,True,1,1.0
AG013,agriculture,Towards a Multimodal System for Precision Agriculture using IoT and Machine Lear,True,1,1.0
AG014,agriculture,"AI in Agriculture: A Survey of Deep Learning Techniques for Crops, Fisheries and",True,1,1.0
AG015,agriculture,AgriPath: A Systematic Exploration of Architectural Trade-offs for Crop Disease ,True,1,1.0
AG016,agriculture,Progress towards machine learning methodologies for laser-induced breakdown spec,True,1,1.0
AG017,agriculture,Artificial intelligence enables mobile soil analysis for sustainable agriculture,True,1,1.0
AG018,agriculture,Soil analysis with machine-learning-based processing of stepped-frequency GPR fi,True,1,1.0
AG019,agriculture,Site-bond percolation solution to preventing the propagation of \textit{Phytopht,True,1,1.0
AG020,agriculture,SDTN and TRN: Adaptive Spectral-Spatial Feature Extraction for Hyperspectral Ima,True,1,1.0
AG021,agriculture,Smart Irrigation IoT Solution using Transfer Learning for Neural Networks,True,1,1.0
AG022,agriculture,Keeping data at the edge of smart irrigation networks: A case study in strawberr,True,1,1.0
AG023,agriculture,Data Optimisation of Machine Learning Models for Smart Irrigation in Urban Parks,True,1,1.0
AG024,agriculture,Bilevel optimization for smart irrigation control: a framework for enhancing wat,True,1,1.0
AG025,agriculture,Piping Botnet - Turning Green Technology into a Water Disaster,True,1,1.0
AG026,agriculture,Hybrid Machine Learning Models for Crop Yield Prediction,True,1,1.0
AG027,agriculture,On Convolutional Vision Transformers for Yield Prediction,True,1,1.0
AG028,agriculture,A CNN-RNN Framework for Crop Yield Prediction,True,1,1.0
AG029,agriculture,Corn Yield Prediction based on Remotely Sensed Variables Using Variational Autoe,True,1,1.0
AG030,agriculture,Are we making much progress? Revisiting chemical reaction yield prediction from ,True,1,1.0
AG031,agriculture,Can Large Multimodal Models Understand Agricultural Scenes? Benchmarking with Ag,True,1,1.0
AG032,agriculture,Comparative study of panel and panelless-based reflectance conversion techniques,True,1,1.0
AG033,agriculture,Weakly Supervised Few-Shot Segmentation Via Meta-Learning,True,1,1.0
AG034,agriculture,Scene-based nonuniformity correction with homography transformation,True,1,1.0
AG035,agriculture,A Data-Driven Review of Remote Sensing-Based Data Fusion in Precision Agricultur,True,1,1.0
AG036,agriculture,Digital Agriculture Sandbox for Collaborative Research,True,1,1.0
AG037,agriculture,Data-Centric Digital Agriculture: A Perspective,True,1,1.0
AG038,agriculture,Estimating The Carbon Footprint Of Digital Agriculture Deployment: A Parametric ,True,1,1.0
AG039,agriculture,BYON: Bring Your Own Networks for Digital Agriculture Applications,True,1,1.0
AG040,agriculture,The Role of Digital Agriculture in Transforming Rural Areas into Smart Villages,True,1,1.0
AG041,agriculture,Farm-LightSeek: An Edge-centric Multimodal Agricultural IoT Data Analytics Frame,True,1,1.0
AG042,agriculture,Hybrid Knowledge Transfer through Attention and Logit Distillation for On-Device,True,1,1.0
AG043,agriculture,Robust Base Station Placement in Agricultural IoT via Bayesian Optimization,True,1,1.0
AG044,agriculture,"LoRa Communication for Agriculture 4.0: Opportunities, Challenges, and Future Di",True,1,1.0
AG045,agriculture,Multi-objective Optimization for Data Collection in UAV-assisted Agricultural Io,True,1,1.0
AG046,agriculture,Zhinong AI: A Design-Science Study of an AI-Enabled Agricultural Decision-Suppor,True,1,1.0
AG047,agriculture,AHMoSe: A Knowledge-Based Visual Support System for Selecting Regression Machine,True,1,1.0
AG048,agriculture,The Rosario Dataset v2: Multimodal Dataset for Agricultural Robotics,True,1,1.0
AG049,agriculture,The Use of Agricultural Robots in Orchard Management,True,1,1.0
AG050,agriculture,Collision-Aware Traversability Analysis for Autonomous Vehicles in the Context o,True,1,1.0
AG051,agriculture,CWD30: A Comprehensive and Holistic Dataset for Crop Weed Recognition in Precisi,False,None,0.0
AG052,agriculture,AgriField-40K: Adapting Vision Models to Agriculture With Efficient Continual Pr,False,None,0.0
AG053,agriculture,Extended Agriculture-Vision: An Extension of a Large Aerial Image Dataset for Ag,False,None,0.0
AG054,agriculture,Vision Transformers in Precision Agriculture: A Comprehensive Survey,False,None,0.0
AG055,agriculture,Cloud gap-filling with deep learning for improved grassland monitoring,False,None,0.0
AG056,agriculture,"AgRegNet: A Deep Regression Network for Flower and Fruit Density Estimation, Loc",False,None,0.0
AG057,agriculture,SynthSet: Generative Diffusion Model for Semantic Segmentation in Precision Agri,False,None,0.0
AG058,agriculture,Fusion-Driven Tree Reconstruction and Fruit Localization: Advancing Precision in,False,None,0.0
AG059,agriculture,Modular Transformer Architecture for Precision Agriculture Imaging,False,None,0.0
AG060,agriculture,Self-Consistency in Vision-Language Models for Precision Agriculture: Multi-Resp,False,None,0.0
AG061,agriculture,Precision Agriculture: Crop Mapping using Machine Learning and Sentinel-2 Satell,False,None,0.0
AG062,agriculture,Evaluation of UAV-Based RGB and Multispectral Vegetation Indices for Precision A,False,None,0.0
AG063,agriculture,AgriSORT: A Simple Online Real-time Tracking-by-Detection framework for robotics,False,None,0.0
AG064,agriculture,Lightweight Multispectral Crop-Weed Segmentation for Precision Agriculture,False,None,0.0
AG065,agriculture,CropTrack: A Tracking with Re-Identification Framework for Precision Agriculture,False,None,0.0
AG066,agriculture,A Hybrid CNN-ViT-GNN Framework with GAN-Based Augmentation for Intelligent Weed ,False,None,0.0
AG067,agriculture,Towards practical object detection for weed spraying in precision agriculture,False,None,0.0
AG068,agriculture,Self-Supervised Data Generation for Precision Agriculture: Blending Simulated En,False,None,0.0
AG069,agriculture,A Rapidly Deployable Classification System using Visual Data for the Application,False,None,0.0
AG070,agriculture,Can SAM recognize crops? Quantifying the zero-shot performance of a semantic seg,False,None,0.0
AG071,agriculture,WeedVision: Multi-Stage Growth and Classification of Weeds using DETR and Retina,False,None,0.0
AG072,agriculture,UAV and Machine Learning Based Refinement of a Satellite-Driven Vegetation Index,False,None,0.0
AG073,agriculture,Geometrical Stem Detection from Image Data for Precision Agriculture,False,None,0.0
AG074,agriculture,YOLOv1 to YOLOv10: A comprehensive review of YOLO variants and their application,False,None,0.0
AG075,agriculture,Context-Aware Pesticide Recommendation via Few-Shot Pest Recognition for Precisi,False,None,0.0
AG076,agriculture,Self-Supervised Backbone Framework for Diverse Agricultural Vision Tasks,False,None,0.0
AG077,agriculture,Multi-label Instance-level Generalised Visual Grounding in Agriculture,False,None,0.0
AG078,agriculture,DropLeaf: a precision farming smartphone application for measuring pesticide spr,False,None,0.0
AG079,agriculture,EcoWeedNet: A Lightweight and Automated Weed Detection Method for Sustainable Ne,False,None,0.0
AG080,agriculture,Real-time Semantic Segmentation of Crop and Weed for Precision Agriculture Robot,False,None,0.0
AG081,agriculture,Factors Influencing Farmers' Motivation to Adopt Smart Farm Technology in South ,False,None,0.0
AG082,agriculture,"Deep learning for smart fish farming: applications, opportunities and challenges",False,None,0.0
AG083,agriculture,"Smart Headset, Computer Vision and Machine Learning for Efficient Prawn Farm Man",False,None,0.0
AG084,agriculture,AI-Powered Cow Detection in Complex Farm Environments,False,None,0.0
AG085,agriculture,Autonomous Agriculture Robot for Smart Farming,False,None,0.0
AG086,agriculture,Visual based Tomato Size Measurement System for an Indoor Farming Environment,False,None,0.0
AG087,agriculture,SAM3-Assisted Training of Lightweight YOLO Models for Precision Pig Farming,False,None,0.0
AG088,agriculture,An IoT-Based Smart Plant Monitoring and Irrigation System with Real-Time Environ,False,None,0.0
AG089,agriculture,VLLFL: A Vision-Language Model Based Lightweight Federated Learning Framework fo,False,None,0.0
AG090,agriculture,Scene and Environment Monitoring Using Aerial Imagery and Deep Learning,True,8,0.125
AG091,agriculture,Explainable Adversarial-Robust Vision-Language-Action Model for Robotic Manipula,False,None,0.0
AG092,agriculture,DuckSegmentation: A segmentation model based on the AnYue Hemp Duck Dataset,False,None,0.0
AG093,agriculture,SFN-YOLO: Towards Free-Range Poultry Detection via Scale-aware Fusion Networks,False,None,0.0
AG094,agriculture,Cross-Camera Cow Identification via Disentangled Representation Learning,False,None,0.0
AG095,agriculture,TP-MVCC: Tri-plane Multi-view Fusion Model for Silkie Chicken Counting,False,None,0.0
AG096,agriculture,Pig behavior dataset and Spatial-temporal perception and enhancement networks ba,False,None,0.0
AG097,agriculture,Early Detection of Late Blight Tomato Disease using Histogram Oriented Gradient ,False,None,0.0
AG098,agriculture,Multimodal Data Integration for Sustainable Indoor Gardening: Tracking Anyplant ,False,None,0.0
AG099,agriculture,weedNet: Dense Semantic Weed Classification Using Multispectral Images and MAV f,False,None,0.0
AG100,agriculture,PesTwin: a biology-informed Digital Twin for enabling precision farming,False,None,0.0
AG101,agriculture,Interpretable Plant Leaf Disease Detection Using Attention-Enhanced CNN,False,None,0.0
AG102,agriculture,M18K: A Comprehensive RGB-D Dataset and Benchmark for Mushroom Detection and Ins,False,None,0.0
AG103,agriculture,A Deep Learning-based Pest Insect Monitoring System for Ultra-low Power Pocket-s,False,None,0.0
AG104,agriculture,"A Comprehensive Review of Fish Feeding Behavior Analysis in Aquaculture: Tasks, ",False,None,0.0
AG105,agriculture,CBAM-STN-TPS-YOLO: Enhancing Agricultural Object Detection through Spatially Ada,True,7,0.1429
AG106,agriculture,Automated Pest Detection with DNN on the Edge for Precision Agriculture,False,None,0.0
AG107,agriculture,Deep-CNN based Robotic Multi-Class Under-Canopy Weed Control in Precision Farmin,False,None,0.0
AG108,agriculture,Vision Transformers For Weeds and Crops Classification Of High Resolution UAV Im,False,None,0.0
AG109,agriculture,Improved Cotton Leaf Disease Classification Using Parameter-Efficient Deep Learn,False,None,0.0
AG110,agriculture,Improved Crop and Weed Detection with Diverse Data Ensemble Learning,False,None,0.0
AG111,agriculture,Supervised learning for crop/weed classification based on color and texture feat,False,None,0.0
AG112,agriculture,Transferring learned patterns from ground-based field imagery to predict UAV-bas,False,None,0.0
AG113,agriculture,FoMo4Wheat: Toward reliable crop vision foundation models with globally curated ,False,None,0.0
AG114,agriculture,Resource-Constrained UAV-Based Weed Detection for Site-Specific Management on Ed,False,None,0.0
AG115,agriculture,Site-specific weed management in corn using UAS imagery analysis and computer vi,False,None,0.0
AG116,agriculture,"A region-wide, multi-year set of crop field boundary labels for Africa",False,None,0.0
AG117,agriculture,WeedCLR: Weed Contrastive Learning through Visual Representations with Class-Opt,False,None,0.0
AG118,agriculture,Weed Density and Distribution Estimation for Precision Agriculture using Semi-Su,False,None,0.0
AG119,agriculture,A spatially extended model to assess the role of landscape structure on the poll,False,None,0.0
AG120,agriculture,MaskAdapt: Unsupervised Geometry-Aware Domain Adaptation Using Multimodal Contex,False,None,0.0
AG121,agriculture,Multi-growth stage plant recognition: a case study of Palmer amaranth (Amaranthu,False,None,0.0
AG122,agriculture,Conceptual and mathematical modeling of insect-borne plant diseases: theory and ,False,None,0.0
AG123,agriculture,"WeedSense: Multi-Task Learning for Weed Segmentation, Height Estimation, and Gro",False,None,0.0
AG124,agriculture,AutoPET III Challenge: Tumor Lesion Segmentation using ResEnc-Model Ensemble,False,None,0.0
AG125,agriculture,SugarViT -- Multi-objective Regression of UAV Images with Vision Transformers an,False,None,0.0
AG126,agriculture,Automated Multi-Class Crop Pathology Classification via Convolutional Neural Net,False,None,0.0
AG127,agriculture,PhytoSynth: Leveraging Multi-modal Generative Models for Crop Disease Data Gener,False,None,0.0
AG128,agriculture,AesCrop: Aesthetic-driven Cropping Guided by Composition,False,None,0.0
AG129,agriculture,Agro-Consensus: Semantic Self-Consistency in Vision-Language Models for Crop Dis,False,None,0.0
AG130,agriculture,Comparing representations of biological data learned with different AI paradigms,False,None,0.0
AG131,agriculture,Active learning for efficient annotation in precision agriculture: a use-case on,False,None,0.0
AG132,agriculture,Analysis of Convolutional Neural Network-based Image Classifications: A Multi-Fe,False,None,0.0
AG133,agriculture,ShutterMuse: Capture-Time Photography Guidance with MLLMs,False,None,0.0
AG134,agriculture,Beyond Image Borders: Learning Feature Extrapolation for Unbounded Image Composi,True,9,0.1111
AG135,agriculture,Prediction of Soil Moisture Content Based On Satellite Data and Sequence-to-Sequ,False,None,0.0
AG136,agriculture,Photography Perspective Composition: Towards Aesthetic Perspective Recommendatio,False,None,0.0
AG137,agriculture,Quantification of groundnut leaf defects using image processing algorithms,False,None,0.0
AG138,agriculture,"Deep learning, machine vision in agriculture in 2021",True,9,0.1111
AG139,agriculture,Learn and Search: An Elegant Technique for Object Lookup using Contrastive Learn,False,None,0.0
AG140,agriculture,Development of an Improved Capsule-Yolo Network for Automatic Tomato Plant Disea,False,None,0.0
AG141,agriculture,Habitat connectivity in agricultural landscapes improving multi-functionality of,False,None,0.0
AG142,agriculture,"Beyond Low Earth Orbit: Biological Research, Artificial Intelligence, and Self-D",False,None,0.0
AG143,agriculture,Fine-grained Image Aesthetic Assessment: Learning Discriminative Scores from Rel,False,None,0.0
AG144,agriculture,Logo-2K+: A Large-Scale Logo Dataset for Scalable Logo Classification,False,None,0.0
AG145,agriculture,LLM-YOLOMS: Large Language Model-based Semantic Interpretation and Fault Diagnos,False,None,0.0
AG146,agriculture,Effect of Different Concentration and Application Method of Zinc on Yield of Chi,False,None,0.0
AG147,agriculture,From Pixels to Semantics: A Multi-Stage AI Framework for Structural Damage Detec,False,None,0.0
AG148,agriculture,Visually Similar Products Retrieval for Shopsy,False,None,0.0
AG149,agriculture,Are Macula or Optic Nerve Head Structures better at Diagnosing Glaucoma? An Answ,False,None,0.0
AG150,agriculture,"From Time-series Generation, Model Selection to Transfer Learning: A Comparative",False,None,0.0
AG151,agriculture,Multimodal Crop Type Classification Fusing Multi-Spectral Satellite Time Series ,False,None,0.0
AG152,agriculture,Crop identification using deep learning on LUCAS crop cover photos,False,None,0.0
AG153,agriculture,Global Attention-Fused Image Cropping with Attention-Guided and Global-Aligned C,False,None,0.0
AG154,agriculture,Deep learning-based Crop Row Detection for Infield Navigation of Agri-Robots,False,None,0.0
AG155,agriculture,Using Saliency and Cropping to Improve Video Memorability,False,None,0.0
AG156,agriculture,Embedding -based Crop Type Classification in the Groundnut Basin of Senegal,False,None,0.0
AG157,agriculture,Deep Cropping via Attention Box Prediction and Aesthetics Assessment,False,None,0.0
AG158,agriculture,A Modelling and Evaluation Framework for EuroCrops-Driven Sentinel-2 Crop Segmen,False,None,0.0
AG159,agriculture,Fully Convolutional Networks with Sequential Information for Robust Crop and Wee,False,None,0.0
AG160,agriculture,Efficient Multi-Crop Saliency Partitioning for Automatic Image Cropping,False,None,0.0
AG161,agriculture,DFYP: A Dynamic Fusion Framework with Spectral Channel Attention and Adaptive Op,False,None,0.0
AG162,agriculture,A novel fusion of Sentinel-1 and Sentinel-2 with climate data for crop phenology,False,None,0.0
AG163,agriculture,An Experience-based Direct Generation approach to Automatic Image Cropping,False,None,0.0
AG164,agriculture,Attention-Based Ensemble Learning for Crop Classification Using Landsat 8-9 Fusi,False,None,0.0
AG165,agriculture,Joint Stem Detection and Crop-Weed Classification for Plant-specific Treatment i,False,None,0.0
AG166,agriculture,AI for Agriculture: the Comparison of Semantic Segmentation Methods for Crop Map,False,None,0.0
AG167,agriculture,Benchmarking for Practice: Few-Shot Time-Series Crop-Type Classification on the ,False,None,0.0
AG168,agriculture,Crop Pest Classification Using Deep Learning Techniques: A Review,False,None,0.0
AG169,agriculture,Enhanced Infield Agriculture with Interpretable Machine Learning Approaches for ,False,None,0.0
AG170,agriculture,In the Search for Optimal Multi-view Learning Models for Crop Classification wit,False,None,0.0
AG171,agriculture,Cropper: Vision-Language Model for Image Cropping through In-Context Learning,False,None,0.0
AG172,agriculture,Crop Lodging Prediction from UAV-Acquired Images of Wheat and Canola using a DCN,False,None,0.0
AG173,agriculture,Object-Aware Cropping for Self-Supervised Learning,False,None,0.0
AG174,agriculture,A Comparative Assessment of Multi-view fusion learning for Crop Classification,False,None,0.0
AG175,agriculture,Dual-band feature selection for maturity classification of specialty crops by hy,False,None,0.0
AG176,agriculture,Automatic Model Based Dataset Generation for Fast and Accurate Crop and Weeds De,False,None,0.0
AG177,agriculture,XAI-Guided Enhancement of Vegetation Indices for Crop Mapping,False,None,0.0
AG178,agriculture,Quantitative Analysis of Automatic Image Cropping Algorithms: A Dataset and Comp,False,None,0.0
